1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.998468455013822531e-01 0.000000000000000000e+00 1.750101542582878714e-02
9.993874289181298165e-01 0.000000000000000000e+00 3.499667013317188380e-02
9.986218909736757077e-01 0.000000000000000000e+00 5.248160504557990852e-02
9.975504661591798605e-01 0.000000000000000000e+00 6.995046437017310437e-02
9.961734826617031358e-01 0.000000000000000000e+00 8.739789723816890343e-02
9.944913622636795125e-01 0.000000000000000000e+00 1.048185593439012048e-01
9.925046202137215445e-01 0.000000000000000000e+00 1.222071145818292015e-01
9.902138650687942745e-01 0.000000000000000000e+00 1.395582366810345643e-01
9.876197985078090102e-01 0.000000000000000000e+00 1.568666108367062217e-01
9.847232151166929182e-01 0.000000000000000000e+00 1.741269353381127150e-01
9.815250021449998252e-01 0.000000000000000000e+00 1.913339231925641482e-01
9.780261392341381699e-01 0.000000000000000000e+00 2.084823037448652883e-01
9.742276981172974804e-01 0.000000000000000000e+00 2.255668242917649724e-01
9.701308422911673057e-01 0.000000000000000000e+00 2.425822516909062754e-01
9.657368266595477424e-01 0.000000000000000000e+00 2.595233739637849424e-01
9.610469971489606911e-01 0.000000000000000000e+00 2.763850018922256457e-01
9.560627902963806379e-01 0.000000000000000000e+00 2.931619706078857912e-01
9.507857328092107485e-01 0.000000000000000000e+00 3.098491411743013457e-01
9.452174410976381669e-01 0.000000000000000000e+00 3.264414021609896022e-01
9.393596207795134045e-01 0.000000000000000000e+00 3.429336712091257122e-01
9.332140661579041430e-01 0.000000000000000000e+00 3.593208965883155082e-01
9.267826596714838772e-01 0.000000000000000000e+00 3.755980587439854967e-01
9.200673713179244873e-01 0.000000000000000000e+00 3.917601718349180140e-01
9.130702580504674870e-01 0.000000000000000000e+00 4.078022852604589743e-01
9.057934631478613552e-01 0.000000000000000000e+00 4.237194851769314763e-01
8.982392155578560189e-01 0.000000000000000000e+00 4.395068960027901928e-01
8.904098292144555504e-01 0.000000000000000000e+00 4.551596819120562465e-01
8.823077023291395760e-01 0.000000000000000000e+00 4.706730483155737166e-01
8.739353166562700004e-01 0.000000000000000000e+00 4.860422433296359146e-01
8.652952367329068695e-01 0.000000000000000000e+00 5.012625592315295142e-01
8.563901090932672933e-01 0.000000000000000000e+00 5.163293339015533334e-01
8.472226614580689041e-01 0.000000000000000000e+00 5.312379522510665142e-01
8.377957018990039861e-01 0.000000000000000000e+00 5.459838476361321691e-01
8.281121179786021802e-01 0.000000000000000000e+00 5.605625032563216203e-01
8.181748758657438891e-01 0.000000000000000000e+00 5.749694535382506855e-01
8.079870194270957207e-01 0.000000000000000000e+00 5.892002855034254027e-01
7.975516692947475228e-01 0.000000000000000000e+00 6.032506401199767554e-01
7.868720219103341185e-01 0.000000000000000000e+00 6.171162136378711693e-01
7.759513485459366144e-01 0.000000000000000000e+00 6.307927589071884444e-01
7.647929943020624899e-01 0.000000000000000000e+00 6.442760866790613328e-01
7.534003770830108859e-01 0.000000000000000000e+00 6.575620668888807474e-01
7.417769865499381776e-01 0.000000000000000000e+00 6.706466299213713622e-01
7.299263830519429064e-01 0.000000000000000000e+00 6.835257678571513562e-01
7.178521965354991430e-01 0.000000000000000000e+00 6.961955357003942746e-01
7.055581254325713481e-01 0.000000000000000000e+00 7.086520525872170850e-01
6.930479355277510134e-01 0.000000000000000000e+00 7.208915029744228375e-01
6.803254588047629170e-01 0.000000000000000000e+00 7.329101378082369944e-01
6.673945922726944868e-01 0.000000000000000000e+00 7.447042756726752755e-01
6.542592967723065422e-01 0.000000000000000000e+00 7.562703039171951858e-01
6.409235957627923419e-01 0.000000000000000000e+00 7.676046797632833929e-01
