6.123233995736766282e-16 -1.000000000000000000e+01 0.000000000000000000e+00
8.750842777063549960e-02 -9.999617106423080770e+00 0.000000000000000000e+00
1.750101542582886693e-01 -9.998468455013822975e+00 0.000000000000000000e+00
2.624984786931474079e-01 -9.996554133734473879e+00 0.000000000000000000e+00
3.499667013317198649e-01 -9.993874289181297499e+00 0.000000000000000000e+00
4.374081239698750512e-01 -9.990429126573349805e+00 0.000000000000000000e+00
5.248160504558002648e-01 -9.986218909736756189e+00 0.000000000000000000e+00
6.121837872027666716e-01 -9.981243961084514282e+00 0.000000000000000000e+00
6.995046437017324870e-01 -9.975504661591799049e+00 0.000000000000000000e+00
7.867719330336764294e-01 -9.969001450766795003e+00 0.000000000000000000e+00
8.739789723816886458e-01 -9.961734826617030691e+00 0.000000000000000000e+00
9.611190835427254608e-01 -9.953705345611250976e+00 0.000000000000000000e+00
1.048185593439011631e+00 -9.944913622636795125e+00 0.000000000000000000e+00
1.135171834629070675e+00 -9.935360330952514474e+00 0.000000000000000000e+00
1.222071145818291793e+00 -9.925046202137215445e+00 0.000000000000000000e+00
1.308876872369060473e+00 -9.913972026033631479e+00 0.000000000000000000e+00
1.395582366810345754e+00 -9.902138650687943411e+00 0.000000000000000000e+00
1.482180989346770561e+00 -9.889546982284832310e+00 0.000000000000000000e+00
1.568666108367062550e+00 -9.876197985078089658e+00 0.000000000000000000e+00
1.655031100951911638e+00 -9.862092681316775966e+00 0.000000000000000000e+00
1.741269353381127649e+00 -9.847232151166929626e+00 0.000000000000000000e+00
1.827374261640126951e+00 -9.831617532628859735e+00 0.000000000000000000e+00
1.913339231925641926e+00 -9.815250021449998030e+00 0.000000000000000000e+00
1.999157681150682819e+00 -9.798130871033322364e+00 0.000000000000000000e+00
2.084823037448653604e+00 -9.780261392341380144e+00 0.000000000000000000e+00
2.170328740676612078e+00 -9.761642953795895750e+00 0.000000000000000000e+00
2.255668242917650890e+00 -9.742276981172974359e+00 0.000000000000000000e+00
2.340835008982312893e+00 -9.722164957493919957e+00 0.000000000000000000e+00
2.425822516909063697e+00 -9.701308422911672835e+00 0.000000000000000000e+00
2.510624258463718839e+00 -9.679708974592855952e+00 0.000000000000000000e+00
2.595233739637850867e+00 -9.657368266595478090e+00 0.000000000000000000e+00
