20,123.71685627451339
21,122.56237701767463
22,121.256605949846
23,119.72330359077874
24,117.82340109713866
25,115.24074758831705
26,110.53753724197102
27,107.96134965014656
28,93.80659141768898
29,108.5630576722056
30,107.85240818466968
31,116.88228429637503
32,120.43443758759938
33,123.25668847079277
34,125.7654243803354
35,128.15325515456271
36,130.55565127932545
37,133.10671751258437
38,135.98741355861364
39,139.521345262649
40,144.5045934729292
41,154.58816074421176
42,154.79813012047384
43,145.6976077940419
44,141.60681147138544
45,138.98572825912063
46,137.06760123134907
47,135.55578503748077
48,134.3036031084116
49,133.22684928138304
50,132.27130992367753
51,131.39787230536064
52,130.57388287113403
53,129.76562011213187
54,128.92629417529523
55,127.9624178978341
56,126.57448347625642
57,121.25446636288189
58,144.19212525313492
59,128.48156915529688
60,126.52257072441375
61,124.47593016351036
62,119.54773742453514
63,113.70710154020927
64,157.76784473514397
65,133.47569008130301
66,130.3956774505006
67,128.91718973587862
68,127.93123688694499
69,127.11759121053255
70,125.99689337801995
71,130.8288121301207
72,123.0597292884296
73,119.28059909422123
74,109.15570809384303
75,115.5284146763988
76,136.88504058591798
77,135.76687884754858
78,131.6900276604087
79,130.4375954750116
80,130.12590601498977
81,130.46282243385122
82,131.57271946973282
83,134.10459293840967
84,146.2577904983118
85,135.62434524393598
86,127.88003692144831
87,121.73722064385069
88,117.35416617548171
89,107.40516656968207
90,111.32540386959657
91,109.45570654497668
92,106.68769456866522
93,104.6084435439879
94,103.93762334301415
95,108.30526042465564
96,120.25601467417721
97,107.76146062357712
98,107.95219721627123
99,106.35392927633762
100,103.38045371809399
101,105.85483320636266
102,113.07339081419047
103,119.56568178627141
104,140.1358969326036
105,128.06917591171262
106,133.39834254974483
107,117.532806765092
108,131.4815372863409
109,150.41242065953412
110,140.15123924807534
111,138.49671609148407
112,138.39160858212352
113,139.0168794265826
114,140.18459000949815
115,141.9350375601609
116,144.5532138769433
117,149.01223346833532
118,162.10232819500442
119,151.74407934912577
120,142.9233339721484
121,136.80209602486767
122,131.2469422472743
123,108.10384321363837
124,123.44885173943615
125,126.41857090930118
126,156.62778271604336
127,152.14040641771658
128,173.17992761128798
129,151.37648651552385
130,143.01323223851387
131,133.30307319299322
132,129.04060223102616
133,143.6779106979327
134,155.7263659547781
135,162.61035840892106
136,152.19213926569233
137,151.19477353481003
138,148.08105343642805
139,146.574358311062
140,145.11100872316456
141,147.67294129376344
142,145.2889742247641
143,145.54863334013083
144,146.28019301999672
145,148.1477880357939
146,154.37606615753805
147,149.5171105501584
148,128.12435297864818
149,129.10177524220393
150,134.95768098088863
151,146.23745761452972
152,141.64644780257842
153,149.28396085263935
154,140.41673820295873
155,120.69917945814356
156,129.74962484602105
157,129.7464445172474
158,134.2331708341928
159,137.3551826416816
160,143.67529893497672
161,130.8429944879304
162,136.20947909654512
163,139.15435687367287
164,142.70032076083038
165,151.80098326262905
166,164.5603859714733
167,143.1400919681149
168,157.215749315409
169,146.7113688289212
170,143.98714918229496
171,144.07735609343732
172,146.09631674901078
173,151.87791606675637
174,161.53083132157354
175,158.71231296517323
176,151.18459320781784
177,148.568144640405
178,154.65627875324364
179,147.97628868551135
180,144.7092870415676
181,131.40692836964735
182,136.65420892712953
183,138.44038180838476
184,140.14518726420994
185,143.09316692469173
186,153.00796365366793
187,144.45147688120903
188,135.7821379787423
189,129.4637890806984
190,129.20780961464808
191,122.34734336738282
192,156.64300593901132
193,152.98360118394248
194,154.50432720205825
195,160.4292348625518
196,153.10196244322123
197,158.54232410951948
198,143.44414567192794
199,140.8622415620673
200,139.95764057540475
